"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","handedness_change","post_handedness_change","experiment_by","head_scanned","abs_dev","abs_dev_sex","ls"
62,"dgrp100","male","operant_place","green","M","noShock",3,"11:00:00",NA,"R","B",0.1876499558025,0.1876499558025,0.306730647809067,0.368354590226039,-0.27027027027027,-0.352941176470588,-0.2,1.49651753615515,1.35664787317925,1.63533078173696,NA,1.49651753615515,1.41807144799271,1.41807144799271,NA,1.08962105982435,1.00681364810547,1.1716368136874,63,43,20,25,18,7,1200,0.111702127659574,-0.5,1.09629429972242,NA,1.09629429972242,1.55304433800372,0.763677392511734,9,7,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_noShock","dgrp100_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_noShock/male",20221222,38,25,13,NA,NA,NA,0.152941176470588,NA,"riddha",FALSE,0.0888428936734436,0.0761459780275287,2.10484006514964
63,"dgrp100","male","operant_place","green","R","noShock",3,"11:00:00",NA,"R","G",0.402702361409269,0.402702361409269,0.21795681272888,0.260638969566864,0.181818181818182,0.090909090909091,0.272727272727273,1.43243743604889,1.41815786734417,1.44660915302624,NA,1.43243743604889,0.964098067829658,0.923765193987196,1.1021387487271,1.32103291217551,1.32648326168527,1.3138551294878,55,37,18,25,17,8,1200,0.474756421612046,0.75,1.25316712518373,NA,1.25316712518373,0.560848051306382,0.889010663246696,9,5,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_noShock","dgrp100_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_noShock/male",20221222,30,20,10,NA,NA,NA,0.181818181818182,NA,"riddha",FALSE,0.126209511933325,0.13890642757924,0.315448242499823
64,"dgrp100","male","operant_place","green","L","noShock",3,"11:00:00",NA,"X",NA,0.165677484530875,0.165677484530875,0.447278696805152,0.305846697815381,0.107692307692308,-0.0588235294117647,0.290322580645161,1.35871113362973,1.34624149334579,1.37108659234052,NA,1.35871113362973,1.44945444696837,1.44945444696837,NA,0.913000329955706,0.809314535546554,1.01432962903738,53,38,15,21,15,6,1200,0.388839681133747,-0.333333333333333,0.446726067985847,NA,0.446726067985847,0.294140705969757,0.647941011789963,4,3,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_noShock","dgrp100_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_noShock/male",20221222,32,23,9,NA,NA,NA,0.349146110056926,NA,"riddha",FALSE,0.110815364945069,0.0981184492991539,-1.00357835138455
1,"dgrp100","female","operant_place","green","L","shock",1,"11:00:00",NA,"L","G",0.205202677105695,0.205202677105695,0.363808561687082,0.208612198509913,0.389830508474576,0.3125,0.481481481481482,1.23621590612381,1.33771501063873,1.13548341115961,1.28572241590978,1.15707563991656,1.0534319548758,1.0423636107437,1.09182954377852,1.00745889173118,1.06324353109872,0.94426324954911,53,37,16,26,18,8,1200,0.350488021295475,0.111111111111111,1.32680633553282,NA,1.32680633553282,0.981835223757995,1.22455328198674,11,8,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,27,19,8,NA,NA,NA,0.168981481481482,NA,"riddha",FALSE,0.0712901723702488,0.0839870880161637,1.76130419502143
2,"dgrp100","female","operant_place","green","M","shock",1,"11:00:00",NA,"R","B",0.293850233615355,0.293850233615355,0.235762091173128,0.354211390327062,-0.363636363636364,-0.333333333333333,-0.4,1.00168525732506,1.00656475738489,0.996842611495283,1.01454448939353,0.930326143785827,0.77839378718405,0.81620824893287,0.604447263139474,0.767789870815379,0.732675114238884,0.814381157590045,39,27,12,18,11,7,1200,0.14019520851819,-0.75,1.14836804933092,NA,1.14836804933092,1.19659340147982,0.805011634386549,10,7,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,21,16,5,NA,NA,NA,0.0666666666666667,NA,"riddha",FALSE,0.0173573841394115,0.00466046849349661,0.37794315549949
3,"dgrp100","female","operant_place","green","R","shock",1,"11:00:00",NA,"X",NA,0.118828134865513,0.118828134865513,0.454097739613588,0.314307362040662,-0.0638297872340426,-0.157894736842105,0,1.0303940473596,0.926266856121535,1.13373477944935,1.09149249960385,0.987033070647232,0.916527023545872,0.916527023545872,NA,0.812061907518828,0.748271611443227,0.878574238491904,40,33,7,14,11,3,1200,0.0541259982253771,0,0.979286187276931,NA,0.979286187276931,1.53719957972181,0.748544710135824,8,7,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,26,22,4,NA,NA,NA,0.157894736842105,NA,"riddha",FALSE,0.157664714610431,0.170361630256346,-2.41203296076139
4,"dgrp100","female","operant_place","green","L","shock",1,"11:00:00",NA,"M","B",0.367344361661826,0.367344361661826,0.196363177168834,0.181714862987751,-0.441176470588235,-0.375,-0.485714285714286,1.23292529266545,1.25571370082982,1.21030900238752,1.01204024370731,1.37911089925855,0.939170663250553,0.970784932970538,0.888400289420577,1.05756182731303,1.07131268980274,1.0339448751446,58,33,25,25,14,11,1200,0.283052351375333,-0.25,1.22967717039956,NA,1.22967717039956,0.957880422528794,0.811983923492247,10,6,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,33,19,14,NA,NA,NA,0.110714285714286,NA,"riddha",FALSE,0.090851512185882,0.0781545965399671,0.131935732277653
5,"dgrp100","female","operant_place","green","M","shock",1,"11:00:00",NA,"L","B",0.121606263417098,0.121606263417098,0.0924359136254578,0.733678494759439,-0.111111111111111,0.230769230769231,-0.428571428571429,0.742881747097971,0.738833619991734,0.746899299226064,1.17630079220901,0.655662937748861,0.934526238947377,0.934526238947377,NA,0.541852520553048,0.520393265606898,0.563525300424036,26,19,7,10,8,2,1200,0.354037267080745,-0.5,0.767921379398616,NA,0.767921379398616,0.640628656674697,0.731932749381345,6,4,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,16,11,5,NA,NA,NA,0.659340659340659,NA,"riddha",FALSE,0.154886586058846,0.167583501704761,-0.387590590179501
6,"dgrp100","female","operant_place","green","R","shock",2,"11:00:00",NA,"M","B",0.0799343351433262,0.0799343351433262,0.528096981942164,0.275666119459528,0.261538461538462,0.222222222222222,0.310344827586207,1.2953972160393,1.38245147825483,1.20900046335712,1.80710118952682,1.20931293969219,1.45475848685764,1.45475848685764,NA,1.00212876962861,1.03698903986769,0.966424582232906,55,46,9,27,22,5,1200,0.0638297872340425,0,1.28101959347528,NA,1.28101959347528,1.34142236441279,1.03353300421643,11,10,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,28,24,4,NA,NA,NA,0.0881226053639848,NA,"riddha",FALSE,0.196558514332618,0.209255429978533,-2.35859825792786
7,"dgrp100","female","operant_place","green","L","shock",2,"11:00:00",NA,"X",NA,0.342341204697563,0.342341204697563,0.314559919181715,0.202550827124637,0.711111111111111,0.822222222222222,0.6,1.63548425055577,1.65925607360589,1.61189197299698,1.20730524183476,1.684667027842,1.02674603790629,1.12122948690163,0.812681973776221,1.26988206839603,1.29691418461011,1.22996157479195,77,49,28,34,23,11,1200,0.290780141843972,0.733333333333333,1.88593224893968,NA,1.88593224893968,1.53647800399496,1.38417088800134,16,10,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,43,26,17,NA,NA,NA,0.222222222222222,NA,"riddha",FALSE,0.0658483552216189,0.053151439575704,2.49517029459156
8,"dgrp100","female","operant_place","green","M","shock",2,"11:00:00",NA,"X",NA,0.322262911983836,0.322262911983836,0.170602348781412,0.38603359009976,0.51063829787234,0.547169811320755,0.463414634146342,1.7415816291233,1.94188560369124,1.5427905244539,1.52347912271541,1.68122060295602,1.18644454576958,1.17168500720616,1.30193146154653,1.28655853238719,1.36975781343901,1.19349445962228,82,53,29,40,27,13,1200,0.428571428571429,0.4,1.48566684239878,NA,1.48566684239878,1.01202464442914,1.14099925949974,12,8,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,42,26,16,NA,NA,NA,0.0837551771744132,NA,"riddha",FALSE,0.0457700625078924,0.0330731468619775,1.03153036313207
33,"dgrp100","female","operant_place","green","R","shock",2,"11:00:00",NA,"X",NA,0.376562697310266,0.376562697310266,0.266195226670034,0.166056320242455,-0.123287671232877,-0.5,0.333333333333333,1.54391142226966,1.65793150062721,1.43075252275167,1.23981024711567,1.62996018961298,1.08290551280521,1.05989885783499,1.14415889992336,1.43591327906703,1.46872317544599,1.39589883570871,65,42,23,27,18,9,1200,0.190771960958296,0.111111111111111,1.53024015943021,NA,1.53024015943021,0.666104210960625,1.43766309041307,11,9,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,38,24,14,NA,NA,NA,0.833333333333333,NA,"riddha",FALSE,0.100069847834322,0.0873729321884076,1.33818544315495
34,"dgrp100","female","operant_place","green","L","shock",2,"11:00:00",NA,"L","G",0.496906175022099,0.496906175022099,0.146356863240308,0.198257355726733,-0.391304347826087,-0.166666666666667,-0.636363636363636,0.672958016089379,0.661460678243293,0.684368516036325,0.562631715364573,0.801553878127532,0.564269924565642,0.513216648192609,0.629542283217636,0.732725844482226,0.726809449762757,0.748207667790056,21,12,9,9,5,4,1200,0.336589698046181,0.333333333333333,0.666095325168187,NA,0.666095325168187,0.5079987159467,0.643664815531376,4,2,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,12,7,5,NA,NA,NA,0.46969696969697,NA,"riddha",FALSE,0.220413325546155,0.20771640990024,-2.32007868769997
35,"dgrp100","female","operant_place","green","M","shock",3,"11:00:00",NA,"L","B",0.406616997095593,0.406616997095593,0.07425179946963,0.354716504609168,0.183673469387755,0.166666666666667,0.2,1.09031042939413,1.08745919812547,1.09314012568343,0.974405518899144,1.17055286911443,0.948292440909572,0.825655417404881,1.19464699032869,1.02027632145737,1.07556903825521,0.940083573253878,43,26,17,17,10,7,1200,0.358792184724689,0.428571428571428,1.25621986568399,NA,1.25621986568399,0.939303600772347,1.20704489989285,9,5,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,26,16,10,NA,NA,NA,0.0333333333333334,NA,"riddha",FALSE,0.130124147619649,0.117427231973734,0.16093511458472
36,"dgrp100","female","operant_place","green","R","shock",3,"11:00:00",NA,"M","B",0.139537820431873,0.139537820431873,0.412552089910342,0.356358126026013,0.0508474576271187,0.117647058823529,-0.04,1.37524608337138,1.53436356631247,1.2173303941081,1.36570307312098,1.34016284319622,1.13452177640042,1.13452177640042,NA,1.04214142429273,1.21830514869095,0.874221063081256,54,45,9,26,22,4,1200,0.258436944937833,0.2,1.67527860197654,NA,1.67527860197654,1.38746811136882,1.36784718833557,12,8,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,28,23,5,NA,NA,NA,0.157647058823529,NA,"riddha",FALSE,0.136955029044071,0.149651944689986,1.01128703292645
37,"dgrp100","female","operant_place","green","L","shock",3,"11:00:00",NA,"M","B",0.347644904659679,0.347644904659679,0.289051647935345,0.223386791261523,0.0285714285714286,-0.0181818181818183,0.08,1.906431050861,1.99489340322625,1.81863684315107,1.4404217891219,1.94243443421507,1.36222143055166,1.2886826603581,1.5739538628539,1.55619536396344,1.46207517982193,1.68403024093177,90,57,33,38,26,12,1200,0.360248447204969,-0.2,1.46331216583126,NA,1.46331216583126,1.06778584503209,1.27026083895425,12,7,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,52,31,21,NA,NA,NA,0.0981818181818182,NA,"riddha",FALSE,0.0711520551837353,0.0584551395378204,1.92508981083804
38,"dgrp100","female","operant_place","green","M","shock",3,"11:00:00",NA,"M","G",0.2076019699457,0.2076019699457,0.250031569642632,0.435282232605127,-0.298245614035088,-0.333333333333333,-0.259259259259259,1.28669091775445,1.3387247622317,1.23505007814486,1.19623312077407,1.24754716312143,1.0303633073006,1.0303633073006,NA,1.01720614798128,1.04081432513446,0.994063365001375,49,38,11,24,19,5,1200,0.160318866253322,0.25,1.27850496291288,NA,1.27850496291288,1.34165529726089,1.04689338135716,9,7,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,25,19,6,NA,NA,NA,0.0740740740740742,NA,"riddha",FALSE,0.0688908795302437,0.0815877951761586,2.37233418119471
39,"dgrp100","female","operant_place","green","R","shock",3,"11:00:00",NA,"M","B",0.215052405606769,0.215052405606769,0.424801111251421,0.265816390958454,-0.574468085106383,-0.521739130434783,-0.617021276595745,1.87493263599311,1.88015482736711,1.86974988715215,1.93176751917444,1.7020317037818,1.65617775315264,1.65617775315264,NA,1.29133490272712,1.2780668433136,1.30465201226786,80,55,25,32,20,12,1200,0.240921169176262,-0.466666666666667,2.00285257588449,NA,2.00285257588449,1.60318487967319,1.34792840503469,16,11,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,48,35,13,NA,NA,NA,0.095282146160962,NA,"riddha",FALSE,0.0614404438691754,0.0741373595150903,-0.144428489841898
40,"dgrp100","female","operant_place","green","L","shock",3,"11:00:00",NA,"M","B",0.491349917918929,0.491349917918929,0.134360399040283,0.271372648061624,-0.436619718309859,-0.179487179487179,-0.75,1.46077035396361,1.55680814526735,1.36545792362138,1.00855290368013,1.67500374482003,0.804807426176206,0.845712427363389,0.732541924078849,1.23940317392628,1.26820152009459,1.17239433918344,61,38,23,30,20,10,1200,0.432624113475177,0.333333333333333,1.65169263756714,NA,1.65169263756714,0.587696391375038,1.58585408828194,13,10,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/female",20221222,31,18,13,NA,NA,NA,0.570512820512821,NA,"riddha",FALSE,0.214857068442985,0.20216015279707,0.0590267865467199
9,"dgrp100","male","operant_place","green","R","shock",1,"11:00:00",NA,"M","B",0.283369112261649,0.283369112261649,0.291072105063771,0.320116176284884,-0.230769230769231,-0.2,-0.263157894736842,0.897241439009981,0.921161890609018,0.873501655474382,0.59744759830345,1.00191426160219,0.518080742634031,0.518080742634031,NA,0.867892007005699,0.824094487633071,0.909177840679538,33,27,6,14,11,3,1200,0.173913043478261,-0.111111111111111,1.24542683115643,NA,1.24542683115643,1.08780377419953,0.98934414418212,10,7,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/male",20221222,19,16,3,NA,NA,NA,0.0631578947368421,NA,"riddha",FALSE,0.00687626278570524,0.0195731784316202,0.167040675170586
10,"dgrp100","male","operant_place","green","L","shock",1,"11:00:00",NA,"M","B",0.288672812223766,0.288672812223766,0.199772698573052,0.276550069453214,0.32258064516129,0.235294117647059,0.428571428571428,1.26531061089385,1.35067416663839,1.18059179499632,1.33285121679925,1.09174915058417,1.1616641485234,1.26241935110152,0.86302935889998,0.909235684226896,1.02878367472737,0.805291852486485,59,34,25,26,16,10,1200,0.16696269982238,0.636363636363636,1.28252615232215,NA,1.28252615232215,1.28824418608138,1.0371389627498,9,6,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/male",20221222,33,18,15,NA,NA,NA,0.19327731092437,NA,"riddha",FALSE,0.0121799627478217,0.0248768783937366,1.73506298292019
11,"dgrp100","male","operant_place","green","M","shock",1,"11:00:00",NA,"L","B",0.282863997979543,0.282863997979543,0.229700719787852,0.378583154438692,0.475,0.568627450980392,0.310344827586207,1.58061030353745,1.91438560788035,1.2493559607077,1.82327204941583,1.31792580902781,1.23225697229321,1.25972890480001,0.91373105214676,1.09852160991044,1.13171160285722,1.06314626763383,72,44,28,41,26,15,1200,0.300177619893428,0.333333333333333,1.50245303399411,NA,1.50245303399411,1.16971779721521,1.2516798808605,10,6,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/male",20221222,31,18,13,NA,NA,NA,0.258282623394185,NA,"riddha",FALSE,0.00637114850359893,0.0190680641495138,0.838323183652212
12,"dgrp100","male","operant_place","green","R","shock",1,"11:00:00",NA,"R","G",0.323904533400682,0.323904533400682,0.222250284126784,0.296375805025887,-0.234375,-0.0769230769230771,-0.396825396825397,2.29041747104103,2.32424698242253,2.25684346956423,1.76588679599906,2.39545863618798,1.50010608281421,1.43896860026033,1.72597511558272,1.81099369396786,1.83998743964051,1.77745498275735,110,72,38,47,29,18,1200,0.285968028419183,-0.333333333333333,2.38368460353494,NA,2.38368460353494,1.31699841125602,2.19100329376513,19,15,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/male",20221222,63,43,20,NA,NA,NA,0.31990231990232,NA,"riddha",FALSE,0.047411683924738,0.0601085995706529,-1.09374626268896
13,"dgrp100","male","operant_place","green","L","shock",1,"11:00:00",NA,"L","G",0.309761333501705,0.309761333501705,0.145472913246622,0.440964768278823,-0.285714285714286,-0.103448275862069,-0.481481481481482,1.17913486316217,1.19241200020522,1.16595800661038,1.23380737602399,1.06598998521068,1.11988828872499,1.10960066266544,1.39765419233278,0.848343312559098,0.818653449966471,0.880000575684973,49,27,22,24,13,11,1200,0.579787234042553,0,1.08014467256175,NA,1.08014467256175,0.795481875971174,0.817354465776765,7,3,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/male",20221222,25,14,11,NA,NA,NA,0.378033205619413,NA,"riddha",FALSE,0.0332684840257608,0.0459653996716757,-5.57236171053158
14,"dgrp100","male","operant_place","green","M","shock",2,"11:00:00",NA,"R","B",0.206212905669908,0.206212905669908,0.276423790882687,0.399419118575578,-0.0309278350515465,0,-0.0810810810810811,1.86842473729903,2.1961263389266,1.54319822329704,2.3267630791107,1.5961826235984,1.61884866811186,1.61884866811186,NA,1.1525218406974,1.31366060433594,1.00325333589042,89,60,29,46,31,15,1200,0.202307009760426,0.142857142857143,1.88808047151055,NA,1.88808047151055,1.60234993220751,1.30324115651716,16,11,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp100_shock","dgrp100_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20221222/csv/dgrp100_shock/male",20221222,43,29,14,NA,NA,NA,0.0810810810810811,NA,"riddha",FALSE,0.0702799438060361,0.0575830281601212,0.771141052852533
